modelo_id,familia,tag,arquivo,sha256,bytes,imgsz,epochs,metrica,metrica_fonte,quando,origem,copia_canonica
kfv7-lateral-detector-roi/kfold-1/best.pt,kfv7-lateral-detector-roi,kfold-1,best.pt,4e693607d495628708990a30d42e1b8f36eb75f2031d515e518ece3be93b2e5a,6232810,,,,,,pnaat-modelos/kfv7-lateral-detector-roi/runs/kfold-1/weights/best.pt,kfv7-lateral-detector-roi/kfold-1/best.pt
kfv7-lateral-detector-roi/kfold-1/last.pt,kfv7-lateral-detector-roi,kfold-1,last.pt,391740121e34860e85ab7f9ad37b94d245558afac7f2ef9ed18da9bdb97ed5e9,6232810,,,,,,pnaat-modelos/kfv7-lateral-detector-roi/runs/kfold-1/weights/last.pt,kfv7-lateral-detector-roi/kfold-1/last.pt
kfv7-lateral-detector-roi/kfold-2/best.pt,kfv7-lateral-detector-roi,kfold-2,best.pt,59705262b5e4e472a07cb463fce6e1d710ad0e478c559fe231e8ac5492cec5be,6228970,,,,,,pnaat-modelos/kfv7-lateral-detector-roi/runs/kfold-2/weights/best.pt,kfv7-lateral-detector-roi/kfold-2/best.pt
kfv7-lateral-detector-roi/kfold-2/last.pt,kfv7-lateral-detector-roi,kfold-2,last.pt,832754534046418be22f9c2d783d403aa3e427a750c12356ef3b335c5de6af39,6228970,,,,,,pnaat-modelos/kfv7-lateral-detector-roi/runs/kfold-2/weights/last.pt,kfv7-lateral-detector-roi/kfold-2/last.pt
kfv7-lateral-detector-roi/kfold-3/best.pt,kfv7-lateral-detector-roi,kfold-3,best.pt,f988ba27406bb22f3f1c9ba3deed225192456406cb307ff4407f730a17888466,6228074,,,,,,pnaat-modelos/kfv7-lateral-detector-roi/runs/kfold-3/weights/best.pt,kfv7-lateral-detector-roi/kfold-3/best.pt
kfv7-lateral-detector-roi/kfold-3/last.pt,kfv7-lateral-detector-roi,kfold-3,last.pt,4edd50f49dd79831834a750ccb4d667b4a71dccf5acbbe307baa1c28f4707316,6228074,,,,,,pnaat-modelos/kfv7-lateral-detector-roi/runs/kfold-3/weights/last.pt,kfv7-lateral-detector-roi/kfold-3/last.pt
kfv7-lateral-detector-roi/kfold-4/best.pt,kfv7-lateral-detector-roi,kfold-4,best.pt,6200d504959bd7029da45d2101a6983e04af89080d5429532785e663a53d4fb5,6212586,,,,,,pnaat-modelos/kfv7-lateral-detector-roi/runs/kfold-4/weights/best.pt,kfv7-lateral-detector-roi/kfold-4/best.pt
kfv7-lateral-detector-roi/kfold-4/last.pt,kfv7-lateral-detector-roi,kfold-4,last.pt,89dffea3a5f7f7450f4790e50398f4e3bc4ed3b7f30c4e9df70eabb2c942ad8e,6212586,,,,,,pnaat-modelos/kfv7-lateral-detector-roi/runs/kfold-4/weights/last.pt,kfv7-lateral-detector-roi/kfold-4/last.pt
kfv8-lateral-detector-roi/kfold-0/best.pt,kfv8-lateral-detector-roi,kfold-0,best.pt,cccbea01a79ae5f6a65688c0d060d15377c518115ad3f15c8ebb89d83f2555b7,6230378,,,,,,pnaat-modelos/kfv8-lateral-detector-roi/runs/kfold-0/weights/best.pt,kfv8-lateral-detector-roi/kfold-0/best.pt
kfv8-lateral-detector-roi/kfold-0/last.pt,kfv8-lateral-detector-roi,kfold-0,last.pt,380b09f338afd42aa11ba77780d7ddbe9b783703bfac92891a434cd7e0109cff,6230378,,,,,,pnaat-modelos/kfv8-lateral-detector-roi/runs/kfold-0/weights/last.pt,kfv8-lateral-detector-roi/kfold-0/last.pt
kfv8-lateral-detector-roi/kfold-1/best.pt,kfv8-lateral-detector-roi,kfold-1,best.pt,e5c44a9ff9909cb27b26c4e3eabb82b77223a9cd07eb76070f8ce6f91df332dd,6229994,,,,,,pnaat-modelos/kfv8-lateral-detector-roi/runs/kfold-1/weights/best.pt,kfv8-lateral-detector-roi/kfold-1/best.pt
kfv8-lateral-detector-roi/kfold-1/last.pt,kfv8-lateral-detector-roi,kfold-1,last.pt,cac3e2c56dccca7db3495e48c42c883abe78bb2d1e1d32b316741caf618ac69e,6229994,,,,,,pnaat-modelos/kfv8-lateral-detector-roi/runs/kfold-1/weights/last.pt,kfv8-lateral-detector-roi/kfold-1/last.pt
kfv8-lateral-detector-roi/kfold-2/best.pt,kfv8-lateral-detector-roi,kfold-2,best.pt,c35f2bdccb70e8fe61fe581f1c2636e3448a946683fbc777cd05efef9919906b,6230506,,,,,,pnaat-modelos/kfv8-lateral-detector-roi/runs/kfold-2/weights/best.pt,kfv8-lateral-detector-roi/kfold-2/best.pt
kfv8-lateral-detector-roi/kfold-2/last.pt,kfv8-lateral-detector-roi,kfold-2,last.pt,cc829576b6db63d1431c2e82959b67425b8cf24071815e9b0303eb6a3385bd6a,6230506,,,,,,pnaat-modelos/kfv8-lateral-detector-roi/runs/kfold-2/weights/last.pt,kfv8-lateral-detector-roi/kfold-2/last.pt
kfv8-lateral-detector-roi/kfold-3/best.pt,kfv8-lateral-detector-roi,kfold-3,best.pt,a7ca8023a345d4a2c624a9ba91e7c8051ce7082f88aaf34426e1754f58a3a724,6230250,,,,,,pnaat-modelos/kfv8-lateral-detector-roi/runs/kfold-3/weights/best.pt,kfv8-lateral-detector-roi/kfold-3/best.pt
kfv8-lateral-detector-roi/kfold-3/last.pt,kfv8-lateral-detector-roi,kfold-3,last.pt,3cdd57240940f807ce8b6e39754b56b5c7253cf8dc92d8fdc3a84cde8856ff9a,6230250,,,,,,pnaat-modelos/kfv8-lateral-detector-roi/runs/kfold-3/weights/last.pt,kfv8-lateral-detector-roi/kfold-3/last.pt
kfv8-lateral-detector-roi/kfold-4/best.pt,kfv8-lateral-detector-roi,kfold-4,best.pt,7c89fcc7a639e57612d0f6807aabe6a4508d0c7473b433f772c917074b7d2b64,6229162,,,,,,pnaat-modelos/kfv8-lateral-detector-roi/runs/kfold-4/weights/best.pt,kfv8-lateral-detector-roi/kfold-4/best.pt
kfv8-lateral-detector-roi/kfold-4/last.pt,kfv8-lateral-detector-roi,kfold-4,last.pt,b7135bcf1f11c0b51730d17afab1ab9e9c18bb04daf3a85a0e0e2dbeb22553bb,6229162,,,,,,pnaat-modelos/kfv8-lateral-detector-roi/runs/kfold-4/weights/last.pt,kfv8-lateral-detector-roi/kfold-4/last.pt
kfv9-lateral-detector-roi/kfold-0/best.pt,kfv9-lateral-detector-roi,kfold-0,best.pt,9b948ff4a275d9802c1aeb16a85db5faf96395e6cba7719e97732c5fc3cdcb6a,6214378,,,,,,pnaat-modelos/kfv9-lateral-detector-roi/runs/kfold-0/weights/best.pt,kfv9-lateral-detector-roi/kfold-0/best.pt
kfv9-lateral-detector-roi/kfold-0/last.pt,kfv9-lateral-detector-roi,kfold-0,last.pt,73219d39d79a9fe24ec3b584894231cf94ccc195e55289090d10b73f5bcf64b2,6214378,,,,,,pnaat-modelos/kfv9-lateral-detector-roi/runs/kfold-0/weights/last.pt,kfv9-lateral-detector-roi/kfold-0/last.pt
kfv9b-lateral-detector-roi/kfold-0/best.pt,kfv9b-lateral-detector-roi,kfold-0,best.pt,2c6a41c02392e971e014570b0241c2dcbfffadf41e018f536da48e1fdbf81b7a,6214378,,,,,,pnaat-modelos/kfv9b-lateral-detector-roi/runs/kfold-0/weights/best.pt,kfv9b-lateral-detector-roi/kfold-0/best.pt
kfv9b-lateral-detector-roi/kfold-0/last.pt,kfv9b-lateral-detector-roi,kfold-0,last.pt,09a1a33e411e3a5e8e309c85e97f588080aa280586a14dba7d96cf7b951700a4,6214378,,,,,,pnaat-modelos/kfv9b-lateral-detector-roi/runs/kfold-0/weights/last.pt,kfv9b-lateral-detector-roi/kfold-0/last.pt
kfv9b-lateral-detector-roi/kfold-1/best.pt,kfv9b-lateral-detector-roi,kfold-1,best.pt,3fc9f5ca5537cdb1b35c09116d51d3fbf9bad417ba95a50b2f714fd4492b13f7,6210666,,,,,,pnaat-modelos/kfv9b-lateral-detector-roi/runs/kfold-1/weights/best.pt,kfv9b-lateral-detector-roi/kfold-1/best.pt
kfv9b-lateral-detector-roi/kfold-1/last.pt,kfv9b-lateral-detector-roi,kfold-1,last.pt,c430eaba197f052553f1b53a58f180d3d83c06a1552ad9d3f04e6971cdf38af9,6210666,,,,,,pnaat-modelos/kfv9b-lateral-detector-roi/runs/kfold-1/weights/last.pt,kfv9b-lateral-detector-roi/kfold-1/last.pt
kfv9b-lateral-detector-roi/kfold-2/best.pt,kfv9b-lateral-detector-roi,kfold-2,best.pt,2f6493edb10c405dc3218a1a4c6099e17287a875408d4ec7a5d40751bd847dad,6227370,,,,,,pnaat-modelos/kfv9b-lateral-detector-roi/runs/kfold-2/weights/best.pt,kfv9b-lateral-detector-roi/kfold-2/best.pt
kfv9b-lateral-detector-roi/kfold-2/last.pt,kfv9b-lateral-detector-roi,kfold-2,last.pt,e2fb70a93276a7316869f01b4c90aa2322bb08f9b51bd9232e7bf75180d52237,6227370,,,,,,pnaat-modelos/kfv9b-lateral-detector-roi/runs/kfold-2/weights/last.pt,kfv9b-lateral-detector-roi/kfold-2/last.pt
kfv9b-lateral-detector-roi/kfold-3/best.pt,kfv9b-lateral-detector-roi,kfold-3,best.pt,f2b6bb7c9cf083536c99ae3b68014a6d4c8718ded61e3f6029780fd78e9d86ff,6226282,,,,,,pnaat-modelos/kfv9b-lateral-detector-roi/runs/kfold-3/weights/best.pt,kfv9b-lateral-detector-roi/kfold-3/best.pt
kfv9b-lateral-detector-roi/kfold-3/last.pt,kfv9b-lateral-detector-roi,kfold-3,last.pt,1230efdda0a7b0d2ca8ff9c4fcec561faaa2329517d76b16d380e37874b46486,6226282,,,,,,pnaat-modelos/kfv9b-lateral-detector-roi/runs/kfold-3/weights/last.pt,kfv9b-lateral-detector-roi/kfold-3/last.pt
kfv9b-lateral-detector-roi/kfold-4/best.pt,kfv9b-lateral-detector-roi,kfold-4,best.pt,2fc9f0e68ed6a89251fcb124419d553d85301c25f4eef225fb6ae023a00ce3fe,6223146,,,,,,pnaat-modelos/kfv9b-lateral-detector-roi/runs/kfold-4/weights/best.pt,kfv9b-lateral-detector-roi/kfold-4/best.pt
kfv9b-lateral-detector-roi/kfold-4/last.pt,kfv9b-lateral-detector-roi,kfold-4,last.pt,7f68903e46624d5c2541e15932ca53a8f14190bf156c9f6e4ed932471cded53b,6223146,,,,,,pnaat-modelos/kfv9b-lateral-detector-roi/runs/kfold-4/weights/last.pt,kfv9b-lateral-detector-roi/kfold-4/last.pt
rig-lateral-detector-roi/rig-lateral-finetune-do-v1/best.pt,rig-lateral-detector-roi,rig-lateral-finetune-do-v1,best.pt,addedb5b979642bb29c788080d88c6096d8db56085050291fa1b148b88930543,6223082,480,120,0.864,rig-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T13:36:25+00:00,pnaat-modelos/rig-lateral-detector-roi/runs/rig-lateral-finetune-do-v1/weights/best.pt,rig-lateral-detector-roi/rig-lateral-finetune-do-v1/best.pt
rig-lateral-detector-roi/rig-lateral-finetune-do-v1/last.pt,rig-lateral-detector-roi,rig-lateral-finetune-do-v1,last.pt,475df83dfe9250b01ee0f0615946341597b50a495f5eedfcae46052da1bec93e,6223082,480,120,0.864,rig-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T13:36:25+00:00,pnaat-modelos/rig-lateral-detector-roi/runs/rig-lateral-finetune-do-v1/weights/last.pt,rig-lateral-detector-roi/rig-lateral-finetune-do-v1/last.pt
rig-lateral-detector-roi/rig-lateral-so-dominio-480/best.pt,rig-lateral-detector-roi,rig-lateral-so-dominio-480,best.pt,26328d716c6bf8552f65ebc9bc13a2b3140d97aed00071c802d00f916d02d442,6229162,480,120,0.864,rig-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T13:36:25+00:00,pnaat-modelos/rig-lateral-detector-roi/runs/rig-lateral-so-dominio-480/weights/best.pt,rig-lateral-detector-roi/rig-lateral-so-dominio-480/best.pt
rig-lateral-detector-roi/rig-lateral-so-dominio-480/last.pt,rig-lateral-detector-roi,rig-lateral-so-dominio-480,last.pt,3e5ec2d87fc156e05863f1af7e7c2953a5385b0b235d2704ac3a7bdb9cca8953,6229162,480,120,0.864,rig-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T13:36:25+00:00,pnaat-modelos/rig-lateral-detector-roi/runs/rig-lateral-so-dominio-480/weights/last.pt,rig-lateral-detector-roi/rig-lateral-so-dominio-480/last.pt
rig-lateral-detector-roi/rig-lateral-so-dominio-640/best.pt,rig-lateral-detector-roi,rig-lateral-so-dominio-640,best.pt,eaf48b3f9c8d438e09ddf0710ddbe97aee1c2221205403ed6bae662c4ba7735f,6253290,480,120,0.864,rig-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T13:36:25+00:00,pnaat-modelos/rig-lateral-detector-roi/runs/rig-lateral-so-dominio-640/weights/best.pt,rig-lateral-detector-roi/rig-lateral-so-dominio-640/best.pt
rig-lateral-detector-roi/rig-lateral-so-dominio-640/last.pt,rig-lateral-detector-roi,rig-lateral-so-dominio-640,last.pt,b8539c0d6219184a614e157de03dea7ae2983dd2b444bb2b4ee2e73745b631ec,6253290,480,120,0.864,rig-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T13:36:25+00:00,pnaat-modelos/rig-lateral-detector-roi/runs/rig-lateral-so-dominio-640/weights/last.pt,rig-lateral-detector-roi/rig-lateral-so-dominio-640/last.pt
rig-lateral-detector-roi/rig-lateral-so-dominio/best.pt,rig-lateral-detector-roi,rig-lateral-so-dominio,best.pt,883de945fb6e215bc039d9674ab3231de45e4e96d5562e1de9f3f15b92c20fc4,6211050,480,120,0.864,rig-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T13:36:25+00:00,pnaat-modelos/rig-lateral-detector-roi/runs/rig-lateral-so-dominio/weights/best.pt,rig-lateral-detector-roi/rig-lateral-so-dominio/best.pt
rig-lateral-detector-roi/rig-lateral-so-dominio/last.pt,rig-lateral-detector-roi,rig-lateral-so-dominio,last.pt,1936f9f42eec4f8f2e63eab98c204ccd7c4f4f44ec4bde202b186d02f0ef52fd,6211050,480,120,0.864,rig-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T13:36:25+00:00,pnaat-modelos/rig-lateral-detector-roi/runs/rig-lateral-so-dominio/weights/last.pt,rig-lateral-detector-roi/rig-lateral-so-dominio/last.pt
t5-topo-detector-roi/t5-topo-limpo/best.pt,t5-topo-detector-roi,t5-topo-limpo,best.pt,019b0733000ff2e50eb2531da7db7528b5a630be8cddc89a9b9b329a84061384,6214442,480,200,0.035,t5-topo-detector-roi/model-meta.json#metricas_val,2026-09-15T14:59:24+00:00,pnaat-modelos/t5-topo-detector-roi/runs/t5-topo-limpo/weights/best.pt,t5-topo-detector-roi/t5-topo-limpo/best.pt
t5-topo-detector-roi/t5-topo-limpo/last.pt,t5-topo-detector-roi,t5-topo-limpo,last.pt,e8380a8aecb21ce25502628f3a237023cee6942378c5053f466d709b45ad1399,6214442,480,200,0.035,t5-topo-detector-roi/model-meta.json#metricas_val,2026-09-15T14:59:24+00:00,pnaat-modelos/t5-topo-detector-roi/runs/t5-topo-limpo/weights/last.pt,t5-topo-detector-roi/t5-topo-limpo/last.pt
v0-lateral-detector/v0-lateral-yolov8n/best.pt,v0-lateral-detector,v0-lateral-yolov8n,best.pt,2b42a4ed6f9ac225bdb050796fdb6334e8485bc51683de267fe4191678a64a6a,6209194,,,,,,pnaat-modelos/v0-lateral-detector/runs/v0-lateral-yolov8n/weights/best.pt,v0-lateral-detector/v0-lateral-yolov8n/best.pt
v0-lateral-detector/v0-lateral-yolov8n/last.pt,v0-lateral-detector,v0-lateral-yolov8n,last.pt,b52eff586eade43ecf076ac73011bedea6145a21cae052fb4dca54c1bb09d564,6209194,,,,,,pnaat-modelos/v0-lateral-detector/runs/v0-lateral-yolov8n/weights/last.pt,v0-lateral-detector/v0-lateral-yolov8n/last.pt
v0-top-detector/v0-top-detector/best.pt,v0-top-detector,v0-top-detector,best.pt,4b2d75c6364f7aa7a555311df599affdcc41005787cccf259635f73af1a996b9,6208618,,,,,,pnaat-modelos/v0-top-detector/weights/best.pt,v0-top-detector/v0-top-yolov8n/best.pt
v0-top-detector/v0-top-yolov8n/best.pt,v0-top-detector,v0-top-yolov8n,best.pt,4b2d75c6364f7aa7a555311df599affdcc41005787cccf259635f73af1a996b9,6208618,,,,,,pnaat-modelos/v0-top-detector/runs/v0-top-yolov8n/weights/best.pt,v0-top-detector/v0-top-yolov8n/best.pt
v0-top-detector/v0-top-yolov8n/last.pt,v0-top-detector,v0-top-yolov8n,last.pt,b072b1abd8f9bd755d0da2d29903839cfee379c20f6027244e6524c6b9170ecd,6208618,,,,,,pnaat-modelos/v0-top-detector/runs/v0-top-yolov8n/weights/last.pt,v0-top-detector/v0-top-yolov8n/last.pt
v1-lateral-detector-roi/v1-lateral-yolov8n-dominio/best.pt,v1-lateral-detector-roi,v1-lateral-yolov8n-dominio,best.pt,70f45ec9eb0d110cb43eec666bafe2cb12fa91998f1800b0e1ecd11f3e5dc2c0,6211562,320,60,0.9924,v1-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T13:48:56+00:00,pnaat-modelos/v1-lateral-detector-roi/runs/v1-lateral-yolov8n-dominio/weights/best.pt,v1-lateral-detector-roi/v1-lateral-yolov8n-dominio/best.pt
v1-lateral-detector-roi/v1-lateral-yolov8n-dominio/last.pt,v1-lateral-detector-roi,v1-lateral-yolov8n-dominio,last.pt,0b8f462d0e463c7896cd3b9ba1cf72fa699ec3170d17c706b7df414265aa6c9d,6211562,320,60,0.9924,v1-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T13:48:56+00:00,pnaat-modelos/v1-lateral-detector-roi/runs/v1-lateral-yolov8n-dominio/weights/last.pt,v1-lateral-detector-roi/v1-lateral-yolov8n-dominio/last.pt
v1-topo-detector-roi/v1-topo-yolov8n-dominio/best.pt,v1-topo-detector-roi,v1-topo-yolov8n-dominio,best.pt,69c3a82b5d242c752f868a5c2014e6fdbe43f1a8484c6c9f124f72cfc42a286c,24457383,,,,,,pnaat-modelos/v1-topo-detector-roi/runs/v1-topo-yolov8n-dominio/weights/best.pt,v1-topo-detector-roi/v1-topo-yolov8n-dominio/best.pt
v1-topo-detector-roi/v1-topo-yolov8n-dominio/last.pt,v1-topo-detector-roi,v1-topo-yolov8n-dominio,last.pt,bba77b4f651443b60479857f503de2cbfb0fcd6953a382c86ef0c086b5a8661d,24457639,,,,,,pnaat-modelos/v1-topo-detector-roi/runs/v1-topo-yolov8n-dominio/weights/last.pt,v1-topo-detector-roi/v1-topo-yolov8n-dominio/last.pt
v2-lateral-detector-roi/v2-lateral-yolov8n-dominio/best.pt,v2-lateral-detector-roi,v2-lateral-yolov8n-dominio,best.pt,cae12ba5c5f51f75d09aaae2bac1a2cce453189d5f01a1682c0469d01f660351,24452583,,,,,,pnaat-modelos/v2-lateral-detector-roi/runs/v2-lateral-yolov8n-dominio/weights/best.pt,v2-lateral-detector-roi/v2-lateral-yolov8n-dominio/best.pt
v2-lateral-detector-roi/v2-lateral-yolov8n-dominio/last.pt,v2-lateral-detector-roi,v2-lateral-yolov8n-dominio,last.pt,cae12ba5c5f51f75d09aaae2bac1a2cce453189d5f01a1682c0469d01f660351,24452583,,,,,,pnaat-modelos/v2-lateral-detector-roi/runs/v2-lateral-yolov8n-dominio/weights/last.pt,v2-lateral-detector-roi/v2-lateral-yolov8n-dominio/best.pt
v3-lateral-detector-roi/v3-rig-ajuste-fino/best.pt,v3-lateral-detector-roi,v3-rig-ajuste-fino,best.pt,29b89a796e9093e1c4f2a29f8c769680eab88d030d4c2aa2d4418f9ebfab64ef,6227306,480,150,0.8221,v3-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T14:25:55+00:00,pnaat-modelos/v3-lateral-detector-roi/runs/v3-rig-ajuste-fino/weights/best.pt,v3-lateral-detector-roi/v3-rig-ajuste-fino/best.pt
v3-lateral-detector-roi/v3-rig-ajuste-fino/last.pt,v3-lateral-detector-roi,v3-rig-ajuste-fino,last.pt,45f41380d76f64a4de5e4a641811ad2957d56d8cd25e62cc69ed641602a7c655,6227306,480,150,0.8221,v3-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T14:25:55+00:00,pnaat-modelos/v3-lateral-detector-roi/runs/v3-rig-ajuste-fino/weights/last.pt,v3-lateral-detector-roi/v3-rig-ajuste-fino/last.pt
v3kfold-lateral-detector-roi/kfold-0/best.pt,v3kfold-lateral-detector-roi,kfold-0,best.pt,b77955fa11cad81a67b6f526e0ebfaaa7839d58614e5fbd472e05fe30f044d6b,6228394,,,,,,pnaat-modelos/v3kfold-lateral-detector-roi/runs/kfold-0/weights/best.pt,v3kfold-lateral-detector-roi/kfold-0/best.pt
v3kfold-lateral-detector-roi/kfold-0/last.pt,v3kfold-lateral-detector-roi,kfold-0,last.pt,444d0dd0a986a708c58ae54e8f08c711cb6cea2aead2188534c55ec2db83252b,6228394,,,,,,pnaat-modelos/v3kfold-lateral-detector-roi/runs/kfold-0/weights/last.pt,v3kfold-lateral-detector-roi/kfold-0/last.pt
v3kfold-lateral-detector-roi/kfold-1/best.pt,v3kfold-lateral-detector-roi,kfold-1,best.pt,c9ef3c28f4dfbaf311513b0f253763201a12f000c641f8ab874b627da427f2ac,6228394,,,,,,pnaat-modelos/v3kfold-lateral-detector-roi/runs/kfold-1/weights/best.pt,v3kfold-lateral-detector-roi/kfold-1/best.pt
v3kfold-lateral-detector-roi/kfold-1/last.pt,v3kfold-lateral-detector-roi,kfold-1,last.pt,02a38bc49c183e60ee0283ba0ef0c82ce1a33c8a8d2349e8597b76a4eeef4a37,6228394,,,,,,pnaat-modelos/v3kfold-lateral-detector-roi/runs/kfold-1/weights/last.pt,v3kfold-lateral-detector-roi/kfold-1/last.pt
v3kfold-lateral-detector-roi/kfold-2/best.pt,v3kfold-lateral-detector-roi,kfold-2,best.pt,5b9167e4a783bcf25672ac0a2d4eff1874580c9408410aa68b3b67aa2a506c6b,6228394,,,,,,pnaat-modelos/v3kfold-lateral-detector-roi/runs/kfold-2/weights/best.pt,v3kfold-lateral-detector-roi/kfold-2/best.pt
v3kfold-lateral-detector-roi/kfold-2/last.pt,v3kfold-lateral-detector-roi,kfold-2,last.pt,f6d0db61794eab28a43a28dada89c66c4f58dfb54bf86a4ab3d0f5d70cd98a33,6228394,,,,,,pnaat-modelos/v3kfold-lateral-detector-roi/runs/kfold-2/weights/last.pt,v3kfold-lateral-detector-roi/kfold-2/last.pt
v3kfold-lateral-detector-roi/kfold-3/best.pt,v3kfold-lateral-detector-roi,kfold-3,best.pt,2ab5c322bba120bcf0da45f9d8ff360ed1bdd3d11c63e48b7ff2f3b64c77a807,24472743,,,,,,pnaat-modelos/v3kfold-lateral-detector-roi/runs/kfold-3/weights/best.pt,v3kfold-lateral-detector-roi/kfold-3/best.pt
v3kfold-lateral-detector-roi/kfold-3/last.pt,v3kfold-lateral-detector-roi,kfold-3,last.pt,bcb7720a1fb424f3a855308f1f5a5f56568c04ba891de628c504fb76c7348ede,24473255,,,,,,pnaat-modelos/v3kfold-lateral-detector-roi/runs/kfold-3/weights/last.pt,v3kfold-lateral-detector-roi/kfold-3/last.pt
v4-lateral-detector-roi/v4-rig-4classes/best.pt,v4-lateral-detector-roi,v4-rig-4classes,best.pt,e20d0fd4df7d208981a34edc116e1febaff69251ea9f7a650effe93a69a19963,6226538,480,150,0.8861,v4-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T15:00:49+00:00,pnaat-modelos/v4-lateral-detector-roi/runs/v4-rig-4classes/weights/best.pt,v4-lateral-detector-roi/v4-rig-4classes/best.pt
v4-lateral-detector-roi/v4-rig-4classes/last.pt,v4-lateral-detector-roi,v4-rig-4classes,last.pt,827ed80d193fd5ba9bffca205830ac8bf1d3b7a2dedfba3460c4e9b414a42ebf,6226538,480,150,0.8861,v4-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T15:00:49+00:00,pnaat-modelos/v4-lateral-detector-roi/runs/v4-rig-4classes/weights/last.pt,v4-lateral-detector-roi/v4-rig-4classes/last.pt
v4-lateral-detector-roi/v4-rig-corpo/best.pt,v4-lateral-detector-roi,v4-rig-corpo,best.pt,52c4112c06d67a0bbd1de8422b86364dc99ce6cf6f5c3ce81556ea7c9bc7c63c,6233386,480,150,0.8861,v4-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T15:00:49+00:00,pnaat-modelos/v4-lateral-detector-roi/runs/v4-rig-corpo/weights/best.pt,v4-lateral-detector-roi/v4-rig-corpo/best.pt
v4-lateral-detector-roi/v4-rig-corpo/last.pt,v4-lateral-detector-roi,v4-rig-corpo,last.pt,af926fcacaa736621f1ba44f632fe5cbbf7e862e380119b8f7699c7524a80d40,6233386,480,150,0.8861,v4-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T15:00:49+00:00,pnaat-modelos/v4-lateral-detector-roi/runs/v4-rig-corpo/weights/last.pt,v4-lateral-detector-roi/v4-rig-corpo/last.pt
v5-lateral-detector-roi/v5-rig-limpo/best.pt,v5-lateral-detector-roi,v5-rig-limpo,best.pt,ca4ac88c5970102bcdb6db2e347941ac9e72e99760c93495c0f337b5a9fff595,6229162,480,150,0.7552,v5-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T15:00:25+00:00,pnaat-modelos/v5-lateral-detector-roi/runs/v5-rig-limpo/weights/best.pt,v5-lateral-detector-roi/v5-rig-limpo/best.pt
v5-lateral-detector-roi/v5-rig-limpo/last.pt,v5-lateral-detector-roi,v5-rig-limpo,last.pt,6fa797a0c9b054dcbf42eb8549e3199130fcb9b5bd0e1fd6668667a404f5a6b4,6229162,480,150,0.7552,v5-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T15:00:25+00:00,pnaat-modelos/v5-lateral-detector-roi/runs/v5-rig-limpo/weights/last.pt,v5-lateral-detector-roi/v5-rig-limpo/last.pt
v6a-lateral-detector-roi/v6-3-rig/best.pt,v6a-lateral-detector-roi,v6-3-rig,best.pt,5444c2b266eb720a8dff63eab2ee562ce9de4d764ee236d8bd892cf4c4a1c7be,6225962,480,150,0.6554,v6a-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T15:09:23+00:00,pnaat-modelos/v6a-lateral-detector-roi/runs/v6-3-rig/weights/best.pt,v6a-lateral-detector-roi/v6-3-rig/best.pt
v6a-lateral-detector-roi/v6-3-rig/last.pt,v6a-lateral-detector-roi,v6-3-rig,last.pt,ad550fc8a62103cac19ac970a1888d8e64041b39ecc364ff21a7d1d7906aaafe,6225962,480,150,0.6554,v6a-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T15:09:23+00:00,pnaat-modelos/v6a-lateral-detector-roi/runs/v6-3-rig/weights/last.pt,v6a-lateral-detector-roi/v6-3-rig/last.pt
v6b-lateral-detector-roi/v6-4-rig-corpo/best.pt,v6b-lateral-detector-roi,v6-4-rig-corpo,best.pt,f3bcfd1ebd85f27d201101be56ef6d971521d409286d9d38330dc4c577e338be,6233322,480,150,0.7876,v6b-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T15:10:07+00:00,pnaat-modelos/v6b-lateral-detector-roi/runs/v6-4-rig-corpo/weights/best.pt,v6b-lateral-detector-roi/v6-4-rig-corpo/best.pt
v6b-lateral-detector-roi/v6-4-rig-corpo/last.pt,v6b-lateral-detector-roi,v6-4-rig-corpo,last.pt,b484beafa316ec5b6c7a38c8b5b68c5d222f2694e73bb70c2e76a67476451eaa,6233322,480,150,0.7876,v6b-lateral-detector-roi/model-meta.json#metricas_val,2026-09-15T15:10:07+00:00,pnaat-modelos/v6b-lateral-detector-roi/runs/v6-4-rig-corpo/weights/last.pt,v6b-lateral-detector-roi/v6-4-rig-corpo/last.pt
